OrderID,Date,Quantity,CategoryID,CategoryName,ProdName,Price,CustomerID,CustomerCity,CustomerState,total_sales
680,2020-05-24 00:00:00.000,4,4,eBooks,Fixed Wing Drones,"15,50",1.840,Pompano Beach,Florida,"62,00"
681,2020-05-24 00:00:00.000,2,2,Drone Kits,BYOD-350,"89,95",517,Madison,Wisconsin,"179,90"
682,2020-05-24 00:00:00.000,1,2,Drone Kits,BYOD-400S,"129,95",1.454,Minneapolis,Minnesota,"129,95"
683,2020-05-24 00:00:00.000,2,6,Robots,RCB-889 Robot,"549,00",522,Newark,Delaware,"1.098,00"
684,2020-05-24 00:00:00.000,4,2,Drone Kits,BYOD-350,"89,95",854,Tacoma,Washington,"359,80"
685,2020-05-25 00:00:00.000,1,2,Drone Kits,BYOD-400S,"129,95",946,San Antonio,Texas,"129,95"
686,2020-05-25 00:00:00.000,4,6,Robots,RCB-889 Robot,"549,00",1.974,Philadelphia,Pennsylvania,"2.196,00"
687,2020-05-25 00:00:00.000,5,7,Training Videos,Industrial 3D Printing,"49,00",2.123,Saint Petersburg,Florida,"245,00"
688,2020-05-26 00:00:00.000,3,2,Drone Kits,BYOD-220,"69,00",1.430,Omaha,Nebraska,"207,00"
689,2020-05-26 00:00:00.000,4,4,eBooks,Building Your First Robot,"24,95",1.982,Memphis,Tennessee,"99,80"
690,2020-05-26 00:00:00.000,4,4,eBooks,Understanding Artificial Intelligence,"19,50",454,Las Vegas,Nevada,"78,00"
691,2020-05-26 00:00:00.000,5,2,Drone Kits,BYOD-400S,"129,95",440,Norfolk,Virginia,"649,75"
692,2020-05-26 00:00:00.000,3,4,eBooks,Delta Robots,"16,99",801,Wichita Falls,Texas,"50,97"
693,2020-05-26 00:00:00.000,3,1,Blueprints,Sleepy Eye Blueprint,"11,99",479,Hamilton,Ohio,"35,97"
694,2020-05-27 00:00:00.000,2,3,Drones,MICR-564K Drone,"499,00",1.599,San Jose,California,"998,00"
695,2020-05-27 00:00:00.000,5,5,Robot Kits,BYOR-3535,"225,00",1.021,Jefferson City,Missouri,"1.125,00"
696,2020-05-27 00:00:00.000,4,2,Drone Kits,BYOD-500,"167,00",1.090,Richmond,Virginia,"668,00"
697,2020-05-27 00:00:00.000,3,4,eBooks,Drone Building Essentials,"13,99",1.581,San Francisco,California,"41,97"
698,2020-05-28 00:00:00.000,3,5,Robot Kits,BYOR-1000,"189,00",595,Denver,Colorado,"567,00"
699,2020-05-28 00:00:00.000,4,2,Drone Kits,BYOD-200,"58,95",1.635,Grand Rapids,Michigan,"235,80"
700,2020-05-28 00:00:00.000,4,4,eBooks,Understanding Arduino,"17,50",1.337,Jackson,Mississippi,"70,00"
701,2020-05-28 00:00:00.000,5,7,Training Videos,Aerial Security,"36,99",658,Arlington,Virginia,"184,95"
702,2020-05-29 00:00:00.000,4,4,eBooks,Understanding Arduino,"17,50",164,Minneapolis,Minnesota,"70,00"
703,2020-05-29 00:00:00.000,5,4,eBooks,Building Your Own Drone,"24,99",1.525,Buffalo,New York,"124,95"
704,2020-05-29 00:00:00.000,3,7,Training Videos,Robotic Essentials,"34,99",471,Monticello,Minnesota,"104,97"
705,2020-05-29 00:00:00.000,3,7,Training Videos,Drone Video Techniques,"37,99",406,Macon,Georgia,"113,97"
706,2020-05-29 00:00:00.000,3,3,Drones,DTE-QFN20 Drone,"250,00",730,East Saint Louis,Illinois,"750,00"
707,2020-05-30 00:00:00.000,2,4,eBooks,Building Your Own Drone,"24,99",517,Madison,Wisconsin,"49,98"
708,2020-05-30 00:00:00.000,2,3,Drones,DA-SA702 Drone,"399,00",1.083,Lima,Ohio,"798,00"
709,2020-05-30 00:00:00.000,4,7,Training Videos,Open Source Code,"32,95",1.863,Evansville,Indiana,"131,80"
710,2020-05-30 00:00:00.000,4,1,Blueprints,Bsquare Robot Blueprint,"8,99",845,Albany,New York,"35,96"
711,2020-05-30 00:00:00.000,4,2,Drone Kits,BYOD-350,"89,95",414,San Jose,California,"359,80"
712,2020-05-30 00:00:00.000,5,3,Drones,DTI-84 Drone,"455,00",1.415,Lees Summit,Missouri,"2.275,00"
713,2020-05-30 00:00:00.000,4,3,Drones,DTI-84 Drone,"455,00",1.780,Indianapolis,Indiana,"1.820,00"
714,2020-05-30 00:00:00.000,3,5,Robot Kits,BYOR-4005,"245,00",1.253,Mobile,Alabama,"735,00"
715,2020-05-30 00:00:00.000,2,3,Drones,DC-304 Drone,"395,00",925,Glendale,California,"790,00"
716,2020-05-31 00:00:00.000,4,6,Robots,RCB-889 Robot,"549,00",1.206,Flint,Michigan,"2.196,00"
717,2020-05-31 00:00:00.000,4,7,Training Videos,Virtual Reality Basics,"29,99",1.837,Schaumburg,Illinois,"119,96"
718,2020-05-31 00:00:00.000,5,7,Training Videos,Mapping with Drones,"49,00",2.074,Miami,Florida,"245,00"
719,2020-05-31 00:00:00.000,4,4,eBooks,RTF Drones,"16,99",126,Canton,Ohio,"67,96"
720,2020-06-01 00:00:00.000,3,1,Blueprints,Bsquare Robot Blueprint,"8,99",774,Jacksonville,Florida,"26,97"
721,2020-06-01 00:00:00.000,3,2,Drone Kits,BYOD-550,"179,00",1.853,Rochester,New York,"537,00"
722,2020-06-01 00:00:00.000,5,4,eBooks,Fixed Wing Drones,"15,50",1.608,Lafayette,Indiana,"77,50"
723,2020-06-01 00:00:00.000,2,5,Robot Kits,BYOR-2640S,"189,00",125,Saint Petersburg,Florida,"378,00"
724,2020-06-01 00:00:00.000,5,2,Drone Kits,BYOD-350,"89,95",1.003,Memphis,Tennessee,"449,75"
725,2020-06-02 00:00:00.000,3,7,Training Videos,Understanding Raspberry PI,"28,99",1.646,New Orleans,Louisiana,"86,97"
726,2020-06-02 00:00:00.000,2,7,Training Videos,Virtual Reality Basics,"29,99",1.292,Valley Forge,Pennsylvania,"59,98"
727,2020-06-02 00:00:00.000,4,1,Blueprints,QuadroCopter Blueprint,"10,99",1.457,Aiken,South Carolina,"43,96"
728,2020-06-02 00:00:00.000,5,2,Drone Kits,BYOD-550,"179,00",1.029,Minneapolis,Minnesota,"895,00"
729,2020-06-02 00:00:00.000,4,3,Drones,DTE-QFN20 Drone,"250,00",131,New York City,New York,"1.000,00"
730,2020-06-02 00:00:00.000,4,7,Training Videos,Understanding Automation,"44,95",2.119,Flint,Michigan,"179,80"
731,2020-06-02 00:00:00.000,1,6,Robots,MICR-23K Robot,"899,00",514,Memphis,Tennessee,"899,00"
732,2020-06-02 00:00:00.000,2,2,Drone Kits,BYOD-200,"58,95",672,Winston Salem,North Carolina,"117,90"
733,2020-06-02 00:00:00.000,1,7,Training Videos,AI for Educators,"49,95",1.318,Atlanta,Georgia,"49,95"
734,2020-06-02 00:00:00.000,3,6,Robots,RQTE-554 Robot,"684,00",1.461,Arlington,Virginia,"2.052,00"
735,2020-06-02 00:00:00.000,4,4,eBooks,Cartesian Robots,"12,99",1.912,Honolulu,Hawaii,"51,96"
736,2020-06-03 00:00:00.000,4,4,eBooks,Photograph Drones,"14,99",1.409,Fairbanks,Alaska,"59,96"
737,2020-06-03 00:00:00.000,5,1,Blueprints,Ladybug Robot Blueprint,"12,00",24,Reno,Nevada,"60,00"
738,2020-06-03 00:00:00.000,1,7,Training Videos,Understanding Automation,"44,95",1.851,Lafayette,Louisiana,"44,95"
739,2020-06-03 00:00:00.000,4,4,eBooks,Delivery Drones,"14,99",875,Boca Raton,Florida,"59,96"
740,2020-06-04 00:00:00.000,5,4,eBooks,Drone Building Essentials,"13,99",1.688,Simi Valley,California,"69,95"
741,2020-06-04 00:00:00.000,6,2,Drone Kits,BYOD-200,"58,95",325,Wichita,Kansas,"353,70"
742,2020-06-04 00:00:00.000,2,7,Training Videos,Robotic Essentials,"34,99",201,Washington,District of Columbia,"69,98"
743,2020-06-05 00:00:00.000,6,5,Robot Kits,BYOR-4005,"245,00",344,Seattle,Washington,"1.470,00"
744,2020-06-05 00:00:00.000,3,4,eBooks,Multi Rotor Drones,"24,95",1.641,Brooklyn,New York,"74,85"
745,2020-06-05 00:00:00.000,4,4,eBooks,Building Your First Robot,"24,95",48,Springfield,Massachusetts,"99,80"
746,2020-06-05 00:00:00.000,4,4,eBooks,Building Your Own Drone,"24,99",74,Melbourne,Florida,"99,96"
747,2020-06-05 00:00:00.000,6,2,Drone Kits,BYOD-550,"179,00",1.777,Portland,Oregon,"1.074,00"
748,2020-06-06 00:00:00.000,2,3,Drones,DX-145 Drone,"250,00",1.782,Cincinnati,Ohio,"500,00"
749,2020-06-06 00:00:00.000,3,4,eBooks,Delta Robots,"16,99",1.378,Houston,Texas,"50,97"
750,2020-06-07 00:00:00.000,4,4,eBooks,Photograph Drones,"14,99",214,Woburn,Massachusetts,"59,96"
751,2020-06-07 00:00:00.000,2,4,eBooks,Building Your First Robot,"24,95",1.326,Lehigh Acres,Florida,"49,90"
752,2020-06-07 00:00:00.000,3,6,Robots,RWW-75 Robot,"883,00",587,Shawnee Mission,Kansas,"2.649,00"
753,2020-06-07 00:00:00.000,5,2,Drone Kits,BYOD-220,"69,00",1.484,Huntington,West Virginia,"345,00"
754,2020-06-07 00:00:00.000,6,4,eBooks,Multi Rotor Drones,"24,95",783,Phoenix,Arizona,"149,70"
755,2020-06-08 00:00:00.000,5,4,eBooks,Drone Building Essentials,"13,99",282,Sterling,Virginia,"69,95"
756,2020-06-08 00:00:00.000,5,3,Drones,DTI-84 Drone,"455,00",1.485,Memphis,Tennessee,"2.275,00"
757,2020-06-08 00:00:00.000,2,7,Training Videos,Understanding 3D Printing,"42,99",635,Huntington,West Virginia,"85,98"
758,2020-06-08 00:00:00.000,6,1,Blueprints,Cat Robot Blueprint,"4,99",334,Bakersfield,California,"29,94"
759,2020-06-09 00:00:00.000,4,3,Drones,DTI-84 Drone,"455,00",1.072,Aurora,Colorado,"1.820,00"
760,2020-06-09 00:00:00.000,6,6,Robots,RQTE-554 Robot,"684,00",326,Sacramento,California,"4.104,00"
761,2020-06-09 00:00:00.000,3,7,Training Videos,Drone Video Techniques,"37,99",163,Shawnee Mission,Kansas,"113,97"
762,2020-06-09 00:00:00.000,1,4,eBooks,Building Your Own Drone,"24,99",1.408,Long Beach,California,"24,99"
763,2020-06-09 00:00:00.000,3,4,eBooks,Fixed Wing Drones,"15,50",968,Fort Wayne,Indiana,"46,50"
764,2020-06-09 00:00:00.000,4,7,Training Videos,Robotic Essentials,"34,99",422,Des Moines,Iowa,"139,96"
765,2020-06-10 00:00:00.000,5,4,eBooks,Drone Building Essentials,"13,99",1.617,Boston,Massachusetts,"69,95"
766,2020-06-10 00:00:00.000,2,1,Blueprints,Hexacopter Drone Blueprint,"8,99",1.275,Gastonia,North Carolina,"17,98"
767,2020-06-10 00:00:00.000,3,4,eBooks,Helicopter Drones,"20,95",295,Springfield,Illinois,"62,85"
768,2020-06-10 00:00:00.000,4,7,Training Videos,Cloud Computing,"29,99",626,Scranton,Pennsylvania,"119,96"
769,2020-06-11 00:00:00.000,4,4,eBooks,Delta Robots,"16,99",1.984,Bridgeport,Connecticut,"67,96"
770,2020-06-11 00:00:00.000,4,2,Drone Kits,BYOD-400S,"129,95",2.034,Macon,Georgia,"519,80"
771,2020-06-11 00:00:00.000,1,4,eBooks,Articulated Robots,"23,99",889,Oakland,California,"23,99"
772,2020-06-11 00:00:00.000,5,2,Drone Kits,BYOD-550,"179,00",1.004,Denton,Texas,"895,00"
773,2020-06-12 00:00:00.000,3,4,eBooks,Single Rotor Drones,"14,99",1.624,Young America,Minnesota,"44,97"
774,2020-06-13 00:00:00.000,3,5,Robot Kits,BYOR-3000,"214,00",1.236,Pasadena,California,"642,00"
775,2020-06-13 00:00:00.000,5,7,Training Videos,Aerial Security,"36,99",1.793,Memphis,Tennessee,"184,95"
776,2020-06-13 00:00:00.000,4,4,eBooks,GPS Drones,"19,99",1.016,Winter Haven,Florida,"79,96"
777,2020-06-14 00:00:00.000,2,2,Drone Kits,BYOD-350,"89,95",279,Schenectady,New York,"179,90"
778,2020-06-14 00:00:00.000,6,7,Training Videos,Virtual Reality Basics,"29,99",1.926,Trenton,New Jersey,"179,94"
779,2020-06-15 00:00:00.000,2,1,Blueprints,QuadroCopter Blueprint,"10,99",1.398,Louisville,Kentucky,"21,98"
780,2020-06-15 00:00:00.000,3,7,Training Videos,Mapping with Drones,"49,00",1.571,Lake Charles,Louisiana,"147,00"
781,2020-06-15 00:00:00.000,6,5,Robot Kits,BYOR-3535,"225,00",1.404,Cincinnati,Ohio,"1.350,00"
782,2020-06-16 00:00:00.000,4,1,Blueprints,Sleepy Eye Blueprint,"11,99",976,Grand Rapids,Michigan,"47,96"
783,2020-06-16 00:00:00.000,4,1,Blueprints,Panda Robot Blueprint,"7,99",1.638,Tucson,Arizona,"31,96"
784,2020-06-16 00:00:00.000,3,7,Training Videos,Understanding Raspberry PI,"28,99",513,Erie,Pennsylvania,"86,97"
785,2020-06-16 00:00:00.000,3,2,Drone Kits,BYOD-400S,"129,95",741,Memphis,Tennessee,"389,85"
786,2020-06-16 00:00:00.000,3,5,Robot Kits,BYOR-1000,"189,00",710,Oklahoma City,Oklahoma,"567,00"
787,2020-06-16 00:00:00.000,4,4,eBooks,Understanding Arduino,"17,50",871,Anchorage,Alaska,"70,00"
788,2020-06-17 00:00:00.000,6,7,Training Videos,Understanding Drone Regulations,"27,50",976,Grand Rapids,Michigan,"165,00"
789,2020-06-17 00:00:00.000,4,7,Training Videos,Understanding Drone Regulations,"27,50",1.195,Baton Rouge,Louisiana,"110,00"
790,2020-06-17 00:00:00.000,4,4,eBooks,GPS Drones,"19,99",181,Ann Arbor,Michigan,"79,96"
791,2020-06-18 00:00:00.000,3,5,Robot Kits,BYOR-2640S,"189,00",852,Denver,Colorado,"567,00"
792,2020-06-18 00:00:00.000,5,5,Robot Kits,BYOR-3000,"214,00",1.722,Detroit,Michigan,"1.070,00"
793,2020-06-19 00:00:00.000,4,2,Drone Kits,BYOD-400S,"129,95",1.944,Chicago,Illinois,"519,80"
794,2020-06-19 00:00:00.000,4,2,Drone Kits,BYOD-300,"89,00",1.310,Seattle,Washington,"356,00"
795,2020-06-19 00:00:00.000,4,4,eBooks,Helicopter Drones,"20,95",1.521,Monticello,Minnesota,"83,80"
796,2020-06-19 00:00:00.000,3,2,Drone Kits,BYOD-350,"89,95",6,San Francisco,California,"269,85"
797,2020-06-19 00:00:00.000,2,7,Training Videos,Understanding Raspberry PI,"28,99",1.034,Fort Wayne,Indiana,"57,98"
798,2020-06-19 00:00:00.000,1,1,Blueprints,Panda Robot Blueprint,"7,99",1.607,Nashville,Tennessee,"7,99"
799,2020-06-19 00:00:00.000,6,1,Blueprints,Creature Robot Arms Blueprint,"12,00",699,San Diego,California,"72,00"
800,2020-06-20 00:00:00.000,3,5,Robot Kits,BYOR-2640S,"189,00",642,Arlington,Virginia,"567,00"
801,2020-06-20 00:00:00.000,2,7,Training Videos,Understanding Drone Regulations,"27,50",795,Oakland,California,"55,00"
802,2020-06-20 00:00:00.000,2,3,Drones,DTI-84 Drone,"455,00",200,Washington,District of Columbia,"910,00"
803,2020-06-20 00:00:00.000,4,2,Drone Kits,BYOD-220,"69,00",327,Louisville,Kentucky,"276,00"
804,2020-06-20 00:00:00.000,5,4,eBooks,Single Rotor Drones,"14,99",1.763,Tulsa,Oklahoma,"74,95"
805,2020-06-21 00:00:00.000,5,3,Drones,DTD-7000 Drone,"450,00",152,Alhambra,California,"2.250,00"
806,2020-06-21 00:00:00.000,1,7,Training Videos,Virtual Reality Basics,"29,99",1.508,Peoria,Illinois,"29,99"
807,2020-06-21 00:00:00.000,3,3,Drones,DA-SA702 Drone,"399,00",1.389,Sacramento,California,"1.197,00"
808,2020-06-22 00:00:00.000,4,2,Drone Kits,BYOD-300,"89,00",1.220,Cincinnati,Ohio,"356,00"
809,2020-06-22 00:00:00.000,6,5,Robot Kits,BYOR-3535,"225,00",651,Farmington,Michigan,"1.350,00"
810,2020-06-22 00:00:00.000,4,6,Robots,RQTE-554 Robot,"684,00",128,Englewood,Colorado,"2.736,00"
811,2020-06-22 00:00:00.000,2,3,Drones,DTD-7000 Drone,"450,00",897,Fresno,California,"900,00"
812,2020-06-22 00:00:00.000,5,2,Drone Kits,BYOD-100,"54,00",1.713,Rockford,Illinois,"270,00"
813,2020-06-22 00:00:00.000,1,4,eBooks,Single Rotor Drones,"14,99",1.775,College Station,Texas,"14,99"
814,2020-06-23 00:00:00.000,2,7,Training Videos,Cloud Computing,"29,99",739,Atlanta,Georgia,"59,98"
815,2020-06-23 00:00:00.000,3,1,Blueprints,Cat Robot Blueprint,"4,99",1.929,Winston Salem,North Carolina,"14,97"
816,2020-06-23 00:00:00.000,3,2,Drone Kits,BYOD-500,"167,00",380,Lexington,Kentucky,"501,00"
817,2020-06-23 00:00:00.000,3,4,eBooks,Delta Robots,"16,99",1.332,Wichita,Kansas,"50,97"
818,2020-06-23 00:00:00.000,4,5,Robot Kits,BYOR-1500,"189,00",463,Plano,Texas,"756,00"
819,2020-06-24 00:00:00.000,3,1,Blueprints,Ladybug Robot Blueprint,"12,00",1.707,Saint Louis,Missouri,"36,00"
820,2020-06-24 00:00:00.000,1,7,Training Videos,Industrial 3D Printing,"49,00",56,Oklahoma City,Oklahoma,"49,00"
821,2020-06-25 00:00:00.000,3,5,Robot Kits,BYOR-3000,"214,00",1.852,Fort Worth,Texas,"642,00"
822,2020-06-25 00:00:00.000,5,2,Drone Kits,BYOD-500,"167,00",669,Houston,Texas,"835,00"
823,2020-06-25 00:00:00.000,4,2,Drone Kits,BYOD-220,"69,00",2.001,Bronx,New York,"276,00"
824,2020-06-25 00:00:00.000,4,6,Robots,MICR-23K Robot,"899,00",510,Reston,Virginia,"3.596,00"
825,2020-06-25 00:00:00.000,5,2,Drone Kits,BYOD-350,"89,95",651,Farmington,Michigan,"449,75"
826,2020-06-25 00:00:00.000,5,4,eBooks,Understanding Arduino,"17,50",643,Louisville,Kentucky,"87,50"
827,2020-06-25 00:00:00.000,4,1,Blueprints,Bsquare Robot Blueprint,"8,99",310,Paterson,New Jersey,"35,96"
828,2020-06-26 00:00:00.000,3,6,Robots,RCB-889 Robot,"549,00",1.075,Orlando,Florida,"1.647,00"
829,2020-06-26 00:00:00.000,5,1,Blueprints,Ladybug Robot Blueprint,"12,00",1.645,Columbia,South Carolina,"60,00"
830,2020-06-26 00:00:00.000,6,7,Training Videos,Drone Video Techniques,"37,99",775,San Antonio,Texas,"227,94"
831,2020-06-26 00:00:00.000,2,6,Robots,RCB-889 Robot,"549,00",155,Fort Wayne,Indiana,"1.098,00"
832,2020-06-27 00:00:00.000,4,4,eBooks,Multi Rotor Drones,"24,95",1.084,Montgomery,Alabama,"99,80"
833,2020-06-27 00:00:00.000,4,3,Drones,DC-304 Drone,"395,00",1.069,Washington,District of Columbia,"1.580,00"
834,2020-06-27 00:00:00.000,4,2,Drone Kits,BYOD-400,"119,00",485,Ridgely,Maryland,"476,00"
835,2020-06-28 00:00:00.000,3,3,Drones,DTI-84 Drone,"455,00",1.859,San Bernardino,California,"1.365,00"
836,2020-06-28 00:00:00.000,4,1,Blueprints,QuadroCopter Blueprint,"10,99",886,San Antonio,Texas,"43,96"
837,2020-06-28 00:00:00.000,3,1,Blueprints,Hexacopter Drone Blueprint,"8,99",361,Minneapolis,Minnesota,"26,97"
838,2020-06-28 00:00:00.000,4,5,Robot Kits,BYOR-4005,"245,00",240,Redwood City,California,"980,00"
839,2020-06-28 00:00:00.000,4,1,Blueprints,All Eyes Drone Blueprint,"9,99",800,Denver,Colorado,"39,96"
840,2020-06-29 00:00:00.000,4,5,Robot Kits,BYOR-1000,"189,00",523,Lexington,Kentucky,"756,00"
841,2020-06-30 00:00:00.000,3,4,eBooks,Delivery Drones,"14,99",1.851,Lafayette,Louisiana,"44,97"
842,2020-06-30 00:00:00.000,5,5,Robot Kits,BYOR-2640S,"189,00",217,Saint Paul,Minnesota,"945,00"
843,2020-06-30 00:00:00.000,5,6,Robots,RWW-75 Robot,"883,00",626,Scranton,Pennsylvania,"4.415,00"
844,2020-07-01 00:00:00.000,3,5,Robot Kits,BYOR-1000,"189,00",1.356,Roanoke,Virginia,"567,00"
845,2020-07-01 00:00:00.000,4,5,Robot Kits,BYOR-1000,"189,00",1.397,Brea,California,"756,00"
846,2020-07-01 00:00:00.000,5,4,eBooks,Delivery Drones,"14,99",1.235,Spokane,Washington,"74,95"
847,2020-07-01 00:00:00.000,4,2,Drone Kits,BYOD-200,"58,95",760,Bellevue,Washington,"235,80"
848,2020-07-01 00:00:00.000,6,3,Drones,DA-SA702 Drone,"399,00",669,Houston,Texas,"2.394,00"
849,2020-07-01 00:00:00.000,4,6,Robots,RWW-75 Robot,"883,00",122,Corpus Christi,Texas,"3.532,00"
850,2020-07-02 00:00:00.000,5,1,Blueprints,Hexacopter Drone Blueprint,"8,99",1.813,Berkeley,California,"44,95"
851,2020-07-02 00:00:00.000,4,4,eBooks,Polar Robots,"23,99",2.073,Phoenix,Arizona,"95,96"
852,2020-07-02 00:00:00.000,5,7,Training Videos,Industrial 3D Printing,"49,00",628,Davenport,Iowa,"245,00"
853,2020-07-02 00:00:00.000,6,1,Blueprints,All Eyes Drone Blueprint,"9,99",1.531,Atlanta,Georgia,"59,94"
854,2020-07-02 00:00:00.000,4,4,eBooks,Drone Building Essentials,"13,99",809,Dayton,Ohio,"55,96"
855,2020-07-03 00:00:00.000,4,4,eBooks,Spherical Robots,"16,75",1.843,Madison,Wisconsin,"67,00"
856,2020-07-03 00:00:00.000,3,7,Training Videos,Virtual Reality Basics,"29,99",310,Paterson,New Jersey,"89,97"
857,2020-07-03 00:00:00.000,6,2,Drone Kits,BYOD-100,"54,00",338,Atlanta,Georgia,"324,00"
858,2020-07-04 00:00:00.000,6,7,Training Videos,Drone Video Techniques,"37,99",1.476,Petaluma,California,"227,94"
859,2020-07-04 00:00:00.000,3,6,Robots,RCB-889 Robot,"549,00",1.867,Baton Rouge,Louisiana,"1.647,00"
860,2020-07-04 00:00:00.000,4,1,Blueprints,Hexacopter Drone Blueprint,"8,99",1.588,San Antonio,Texas,"35,96"
861,2020-07-04 00:00:00.000,3,6,Robots,RLK-9920 Robot,"699,00",1.583,Miami Beach,Florida,"2.097,00"
862,2020-07-04 00:00:00.000,3,4,eBooks,Building Your First Robot,"24,95",1.761,Pasadena,California,"74,85"
863,2020-07-04 00:00:00.000,1,1,Blueprints,Creature Robot Arms Blueprint,"12,00",275,Newark,New Jersey,"12,00"
864,2020-07-04 00:00:00.000,4,3,Drones,DX-145 Drone,"250,00",1.507,Pittsburgh,Pennsylvania,"1.000,00"
865,2020-07-05 00:00:00.000,6,1,Blueprints,Sleepy Eye Blueprint,"11,99",708,Meridian,Mississippi,"71,94"
866,2020-07-05 00:00:00.000,3,7,Training Videos,Open Source Code,"32,95",1.665,Amarillo,Texas,"98,85"
867,2020-07-05 00:00:00.000,4,4,eBooks,SCARA Robots,"19,50",1.778,Little Rock,Arkansas,"78,00"
868,2020-07-05 00:00:00.000,3,3,Drones,DC-304 Drone,"395,00",1.518,Springfield,Illinois,"1.185,00"
869,2020-07-05 00:00:00.000,6,7,Training Videos,Drone Video Techniques,"37,99",1.452,Inglewood,California,"227,94"
870,2020-07-05 00:00:00.000,2,7,Training Videos,AI for Educators,"49,95",755,San Diego,California,"99,90"
871,2020-07-06 00:00:00.000,4,4,eBooks,Understanding Artificial Intelligence,"19,50",446,Dayton,Ohio,"78,00"
872,2020-07-06 00:00:00.000,3,3,Drones,DTE-QFN20 Drone,"250,00",581,Louisville,Kentucky,"750,00"
873,2020-07-06 00:00:00.000,4,4,eBooks,Drone Building Essentials,"13,99",1.839,Boynton Beach,Florida,"55,96"
874,2020-07-07 00:00:00.000,1,7,Training Videos,Understanding Raspberry PI,"28,99",244,Birmingham,Alabama,"28,99"
875,2020-07-07 00:00:00.000,4,4,eBooks,Spherical Robots,"16,75",981,Richmond,Virginia,"67,00"
876,2020-07-07 00:00:00.000,6,2,Drone Kits,BYOD-300,"89,00",433,Omaha,Nebraska,"534,00"
877,2020-07-08 00:00:00.000,2,3,Drones,DTD-7000 Drone,"450,00",2.025,Simi Valley,California,"900,00"
878,2020-07-08 00:00:00.000,5,5,Robot Kits,BYOR-2640S,"189,00",1.963,Buffalo,New York,"945,00"
879,2020-07-08 00:00:00.000,5,4,eBooks,SCARA Robots,"19,50",1.314,Nashville,Tennessee,"97,50"
880,2020-07-08 00:00:00.000,5,3,Drones,DX-145 Drone,"250,00",1.964,Charlottesville,Virginia,"1.250,00"
881,2020-07-08 00:00:00.000,5,7,Training Videos,Cloud Computing,"29,99",218,Orlando,Florida,"149,95"
882,2020-07-08 00:00:00.000,5,7,Training Videos,Aerial Security,"36,99",2.090,Englewood,Colorado,"184,95"
883,2020-07-08 00:00:00.000,3,4,eBooks,Building Your Own Drone,"24,99",538,Lakeland,Florida,"74,97"
884,2020-07-08 00:00:00.000,3,7,Training Videos,Drone Video Techniques,"37,99",764,Jacksonville,Florida,"113,97"
885,2020-07-08 00:00:00.000,5,7,Training Videos,Cloud Computing,"29,99",828,Pocatello,Idaho,"149,95"
886,2020-07-08 00:00:00.000,3,3,Drones,DX-145 Drone,"250,00",1.240,Marietta,Georgia,"750,00"
887,2020-07-09 00:00:00.000,4,4,eBooks,Photograph Drones,"14,99",354,Lafayette,Indiana,"59,96"
888,2020-07-09 00:00:00.000,2,3,Drones,DTE-QFN20 Drone,"250,00",1.408,Long Beach,California,"500,00"
889,2020-07-09 00:00:00.000,6,1,Blueprints,Bsquare Robot Blueprint,"8,99",2.115,Detroit,Michigan,"53,94"
890,2020-07-09 00:00:00.000,6,4,eBooks,Drone Building Essentials,"13,99",1.916,Columbus,Ohio,"83,94"
891,2020-07-09 00:00:00.000,2,4,eBooks,Building Your First Robot,"24,95",1.803,Everett,Washington,"49,90"
892,2020-07-10 00:00:00.000,6,2,Drone Kits,BYOD-300,"89,00",2.006,New York City,New York,"534,00"
893,2020-07-10 00:00:00.000,6,4,eBooks,Single Rotor Drones,"14,99",854,Tacoma,Washington,"89,94"
894,2020-07-10 00:00:00.000,5,2,Drone Kits,BYOD-550,"179,00",418,Tallahassee,Florida,"895,00"
895,2020-07-10 00:00:00.000,3,1,Blueprints,All Eyes Drone Blueprint,"9,99",1.427,Jackson,Mississippi,"29,97"
896,2020-07-10 00:00:00.000,3,2,Drone Kits,BYOD-350,"89,95",1.121,Miami,Florida,"269,85"
897,2020-07-10 00:00:00.000,2,3,Drones,MICR-564K Drone,"499,00",1.067,Kansas City,Kansas,"998,00"
898,2020-07-10 00:00:00.000,5,7,Training Videos,Virtual Reality Basics,"29,99",1.208,Fort Smith,Arkansas,"149,95"
899,2020-07-10 00:00:00.000,3,3,Drones,DX-145 Drone,"250,00",1.909,Cape Coral,Florida,"750,00"
900,2020-07-11 00:00:00.000,5,4,eBooks,SCARA Robots,"19,50",1.548,Albany,New York,"97,50"
901,2020-07-11 00:00:00.000,3,3,Drones,MICR-564K Drone,"499,00",616,Grand Rapids,Michigan,"1.497,00"
902,2020-07-11 00:00:00.000,3,7,Training Videos,AI for Educators,"49,95",1.343,Atlanta,Georgia,"149,85"
903,2020-07-11 00:00:00.000,3,2,Drone Kits,BYOD-350,"89,95",1.408,Long Beach,California,"269,85"
904,2020-07-11 00:00:00.000,2,1,Blueprints,Creature Robot Arms Blueprint,"12,00",714,Dallas,Texas,"24,00"
905,2020-07-11 00:00:00.000,4,4,eBooks,Building Your First Robot,"24,95",742,Tacoma,Washington,"99,80"
906,2020-07-12 00:00:00.000,2,3,Drones,DA-SA702 Drone,"399,00",717,Bronx,New York,"798,00"
907,2020-07-12 00:00:00.000,2,3,Drones,DA-SA702 Drone,"399,00",323,Houston,Texas,"798,00"
